Year,Grid,Location,Treatment,Week,Date,Date,Day 1,Day 2,Spp,Tag #,Status,Ear,Fate,Sex,Age,Wt. ,testes,vaginal,nipples,Lac,Pg,RE,LE,HD,RE,LE,HD,Botfly,NOTES:
2014,Tea Control,T,C,1203,July 31-Aug 1,2014/07/31,J9,I10,PL,H5845,P,1,1,1,1,19,2,,,,,2,0,0,2,0,1,,
2014,Tea Control,T,C,1203,July 31-Aug 1,2014/07/31,F7,G6,PL,H5710,P,1,1,1,1,22,2,,,,,0,2,1,0,0,1,,
2014,Tea Control,T,C,1203,July 31-Aug 1,2014/07/31,F5,G6,PL,H5694,P,1,1,1,1,22,2,,,,,5,2,0,2,0,0,,"bald patch on left cheek, incorrectly written in raw data as H5674 day 1"
2014,Tea Control,T,C,1203,July 31-Aug 1,2014/07/31,F2,C3,PL,H5757,P,2,1,2,2,17,,2,1,,,0,0,0,0,0,0,,right ear ripped
2014,Tea Control,T,C,1203,July 31-Aug 1,2014/07/31,B3,D1 ,TS,H5849,P,1,1,2,,82,,,1,,,0,0,0,0,1,0,,"weight is likely 82, incorrctly written in raw data as 42"
2014,Tea Control,T,C,1203,July 31-Aug 1,2014/07/31,H2,K1,PL,H5842,P,2,1,1,1,21,2,,,,,2,3,0,0,0,0,,"right ear ripped, tip of tail gone - stub tail"
2014,Tea Control,T,C,1203,July 31-Aug 1,2014/07/31,H10,F10,PL,H5789,P,2,1,1,1,21,2,,,,,0,1,0,0,0,0,,"right ear ripped, left ear ripped"
2014,Tea Control,T,C,1203,July 31-Aug 1,2014/07/31,D10,C10,PL,H5848,P,1,1,2,1,14,,2,2,,,2,0,0,0,0,0,,
2014,Tea Control,T,C,1203,July 31-Aug 1,2014/07/31,B1,B1,PL,H5697,P,1,1,1,1,22,2,,,,,5,2,1,0,0,0,,
2014,Tea Control,T,C,1203,July 31-Aug 1,2014/07/31,B3,,BB,,A,,2,,,,,,,,,,,,,,,,
2014,Tea Control,T,C,1203,July 31-Aug 1,2014/07/31,,J1,TS,H5552,P,1,1,1,,90,2,,,,,1,0,0,0,0,0,,
2014,Tea Control,T,C,1203,July 31-Aug 1,2014/07/31,,A7,PL,H5852,N,1,2,1,1,25,2,,,,,3,1,0,0,0,0,,
2014,Tea Control,T,C,1203,July 31-Aug 1,2014/07/31,,A2,PL,H5443,P,1,1,2,1,24,,1,1,,,5,2,0,0,0,0,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,I1,J6,TS,H5846,P,1,1,2,,77,,,1,,,2,0,3,0,0,0,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,I4,J7,PL,H5728,P,2,1,1,1,28,2,,,,,0,3,1,0,2,0,,right ear ripped
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,I5,J5,PL,H5786,P,1,1,2,1,19,,1,1,,,0,1,1,0,0,1,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,A2,,PL,H5638,P,1,1,1,1,29,1,,,,,0,0,0,1,0,0,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,A3,A2,PL,H5443,P,1,1,2,1,24,,2,2,1,,1,0,0,0,1,0,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,A4,B4,PL,H5761,N,1,2,1,2,23,2,,,,,3,1,6,0,0,0,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,A5,A6,PL,H5797,P,2,1,2,1,25,,1,2,1,,0,0,0,3,0,1,,right ear ripped
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,A7,B6,TS,H5658,P,1,1,2,,96,,,2,,,0,2,2,0,0,0,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,A8,,PL,H5762,N,1,2,1,2,21,1,,,,,0,2,2,0,0,0,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,,J8,TS,H2971,P,1,1,1,,74,2,,,,,0,1,0,0,0,0,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,,J11,PL,H5840,P,1,1,1,1,25,2,,,,,9,8,2,0,0,1,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13, ,E9,BB,,A,,2,,,,,,,,,,,,,,,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,,E6,TS,H5743,P,1,1,1,,93,2,,,,,2,0,0,0,0,0,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,H1,H2,PL,H5842,P,2,1,1,1,25,2,,,,,3,12,0,0,0,1,,"right ear ripped, end of tail gone - stub tail"
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,D9,H10,TS,H5788,P,1,1,2,,70,,,1,,,2,0,0,1,0,1,,taken to rearing facility
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,D6,,Sorex,,D,,4,,,,,,,,,,,,,,,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,B1,B1,PL,H5783,RT,2,1,1,1,25,2,,,,,3,1,3,0,0,0,,right ear ripped
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,B2,B2,PL,H5782,N,1,2,2,3,11,,1,1,,,0,4,2,0,0,0,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,B3,D7,PL,H5790,P,1,1,1,1,23,2,,,,,2,3,0,0,1,0,,believe this is incorretly written as a subadult in raw data
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,B9,C9,PL,H5776,P,1,1,1,1,23,2,,,,,4,1,1,0,0,0,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,,A11,PL,H5848,P,1,1,2,1,16,,1,2,,,3,6,0,1,0,2,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,J3,K1,PL,H5436,P,1,1,2,1,22,,1,1,,,0,0,0,0,0,0,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,J4,I4,TS,H5494,P,1,1,2,,105,,,2,,,1,0,0,0,0,0,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,J7,H5,PL,H5712,P,1,1,2,1,31,,1,2,1,1,0,2,1,0,0,0,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,J9,K9,PL,H5691,P,2,1,2,1,27,,1,2,,1,2,7,2,0,0,0,,right ear ripped
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,J11,J11,TS,H5752,P,1,1,1,,88,1,,,,,0,0,0,0,0,0,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,F11,,TS,H5639,P,1,1,1,,98,2,,,,,0,0,0,1,0,0,1,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,F10,H8,PL,H5710,P,1,1,1,1,24,2,,,,,8,5,0,2,1,2,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,F10,D10 ,PL,H5789,P,2,1,1,1,23,2,,,,,8,11,0,1,3,0,,"right ear ripped, left ear ripped"
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,F9,I6,SC,H5434/H5714,P,"1,2",1,1,,640,2,,,,,,,,,,,,bloody snout
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,F9,,TS,H5497,P,1,1,2,,,,,1,,,,,,,,,,escape
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,,F6,SC,H5703/H5763,P/RT,"1,2",1,1,,,2,,,,,,,,,,,,"right ear ripped, taken to rearing facility, used to be H5702/H5703"
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,,F2,PL,H5764,RT,1,1,1,1,22,2,,,,,1,8,1,0,0,0,,"right ear ripped, left ear ripped, pit tag #554356, escaped on trail into grid"
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,,C3,TS,H5849,P,1,1,2,,79,,,1,,,0,0,0,0,0,0,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,,B11,TS,H5452,P,1,1,1,,84,2,,,,,1,0,0,1,0,0,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,K1,K2,TS,H5800,P,1,1,1,,83,1,,,,,1,3,0,1,1,1,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,K3,J5,PL,H5853,N,1,2,1,1,27,2,,,,,8,3,2,0,0,3,,white spot on head
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,K4,K3,PL,H5694,P,1,1,1,1,24,2,,,,,4,0,1,0,0,0,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,K5,I7,PL,H5785,P,1,1,1,1,24,2,,,,,27,10,3,0,0,0,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,K5,K5,PL,H5838,P,1,1,1,1,23,2,,,,,2,1,2,0,0,0,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,K9,J8,PL,H5711,P,1,1,2,1,20,,1,1,,,1,0,1,0,0,0,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,K11,K11,PL,H5845,P,1,1,1,1,24,2,,,,,7,9,2,0,0,0,,
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,G10,,TS,H2999,P,2,1,2,,100,,,2,1,,0,0,0,0,0,0,,right ear ripped
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,F1,,TS,H5837,P,2,1,1,,98,1,,,,,0,0,0,0,0,0,,"right ear ripped, weight questionable due to wet scale"
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,C3,E5,PL,H5757,P,2,1,2,2,19,,2,1,,,0,4,1,0,0,2,,right ear ripped
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,C3,E4,PL,H5787,P,2,1,1,1,25,2,,,,,3,9,0,0,0,0,,"right ear ripped, left ear ripped"
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,C10,B8,PL,H5730,P,1,1,1,1,24,2,,,,,4,0,1,0,0,0,1,botfly on back
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,,D1,PL,H5836,P,2,1,1,1,18,2,,,,,12,28,0,0,2,0,,right ear ripped
2014,Tea Control,T,C,1205,Aug 13-14,2014/08/13,,B7,PL,H5781,RT,2,1,1,1,24,2,,,,,5,0,0,0,0,0,,right ear ripped
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,J2,I1,PL,H5436,P,1,1,2,1,25,,2,2,1,1,0,0,0,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,J7,H5,PL,H5728,P,2,1,1,1,27,2,,,,,0,2,1,0,0,0,,right ear ripped
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,J8,K9,PL,H5711,P,1,1,2,1,30,,2,2,1,1,1,1,0,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,J9,,Sorex,,D,,4,,,,,,,,,,,,,,,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,G3,,Sorex,,D,,4,,,,,,,,,,,,,,,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,G1,F3,PL,H5764,P,1,1,1,1,22,2,,,,,3,1,0,0,0,0,,"right ear ripped, left ear ripped, left ear hole punched"
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,D1,,Sorex,,D,,4,,,,,,,,,,,,,,,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,D4,E3,PL,H5757,P,2,1,2,1,25,,1,2,1,1,2,0,0,0,0,0,,"early pregnancy?, right ear ripped"
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,D6,B5,PL,H5797,P,2,1,2,1,24,,1,2,1,,1,1,0,0,0,0,,right ear ripped
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,A11,C10,PL,H5835,N,1,2,1,1,22,2,,,,,3,1,0,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,A2,,PL,H5783,P,2,1,1,1,25,2,,,,,3,2,0,0,0,0,,right ear ripped
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,B1,,PL,H5834,N,1,2,1,2,19,1,,,,,0,2,0,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,B2,B4,TS,H5849,P,1,1,2,,84,,,1,,,,,,,,,,escape
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,B3,,BB,,D,,4,,,,,,,,,,,,,,,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,B4,B1,PL,H5762,P,1,1,1,1,21,2,,,,,2,1,0,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,C11,H11,PL,H5735/H5749,P,"1,2",1,2,1,25,,2,2,,,1,2,0,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,,J1,TS,H5800,P,1,1,1,,86,2,,,,,2,0,1,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,,J1,PL,H5833,N,1,2,2,2,18,,1,1,,,2,1,0,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,,J4,PL,H5838,P,1,1,1,1,25,2,,,,,3,2,0,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,,J4,TS,H5837,P,2,1,1,,86,1,,,,,0,0,0,0,0,0,,right ear ripped
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,,J7,PL,H5712,P,1,1,2,1,28,,1,2,,1,0,1,0,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,,G8,TS,H5639,P,1,1,1,,98,1,,,,,0,1,0,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,,G4/I4,TS,H5494,P,1,1,2,,92,,,2,1,,0,0,0,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,,D1,PL,H5832,RT,1,1,1,1,21,2,,,,,7,6,0,0,0,0,,"left ear ripped, right ear ripped, rearing facility"
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,,A11,TS,H5831,N,1,2,1,,72,,,,,,0,0,0,0,0,0,,incorrectly written as female in raw data
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,,A8,Sorex,,D,,4,,,,,,,,,,,,,,,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,,A6,TS,H5698,P,1,1,2,,96,,,1,,,0,0,,0,0,,,"escape; unsure of sex, 2 records each with different gender"
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,,A2,PL,H5761,P,1,1,1,1,22,2,,,,,3,1,0,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,K5,K5,PL,H5786,P,1,1,2,1,23,,2,2,,,0,0,1,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,K9,J8,PL,H5845,P,1,1,1,1,23,2,,,,,3,1,0,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,K11,,TS,H2999,P,2,1,2,,,,,2,,,0,0,0,0,0,0,,"right ear ripped, escaped"
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,H11,,TS,H5752,P,1,1,1,,90,1,,,,,0,0,0,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,E11,,TS,H5452,P,1,1,1,,94,2,,,,,0,0,0,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,H9,H9,PL,H5765,RT,1,1,1,1,22,2,,,,,5,3,0,0,0,0,,"right ear ripped, left ear ripped"
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,H5,,PL,H5766,N,1,2,2,2,15,,1,2,,,4,2,3,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,H1,K1,PL,H5842,P,2,1,1,1,26,2,,,,,5,2,0,0,0,0,1,"right ear ripped, stub tail"
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,E3,,BB,,A,,2,,,,,,,,,,,,,,,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,E4,,Sorex,,D,,4,,,,,,,,,,,,,,,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,E8,E7,PL,H5694,P,1,1,1,1,25,2,,,,,2,1,0,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,B11,B11,PL,H5848,P,1,1,2,1,22,,1,2,,,6,3,0,0,0,1,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,B6,A5,PL,H5767,N,1,2,1,1,22,2,,,,,9,7,0,0,0,0,,one nymph on right front leg
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,B5,D6,PL,H5790,P,1,1,1,1,23,2,,,,,2,6,1,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,,G1,BB,,D,,4,,,,,,,,,,,,,,,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,,G1,TS,H5846,P,1,1,2,,70,,,1,,,0,0,0,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,,B7,PL,H5768,N,1,2,1,2,18,1,,,,,15,8,2,0,0,0,,"cold, taken back to rearing facility"
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,I1,,BB,,A,,2,,,,,,,,,,,,,,,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,I3,I9,SC,H5434/H5714,P,"1,2",1,1,,600,2,,,,,,,,,,,,"escaped while getting weight, approx 600"
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,I4,,TS,H5462,P,1,1,1,,98,2,,,,,0,0,0,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,I10,J9,PL,H5691,P,2,1,2,1,28,,2,2,1,1,3,11,0,0,0,0,,"right ear ripped, opaque plug in vagina"
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,I11,,PL,,,,,,,,,,,,,,,,,,,,escape
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,F11,G9,PL,H5710,P,1,1,1,1,24,2,,,,,1,2,2,0,1,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,F10,,TS,H5788,P,1,1,2,,82,,,1,,,1,3,0,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,F7,,PL,H5750,N,1,2,2,2,18,,2,2,,,3,0,0,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,C1,E2,PL,H5787,P,2,1,1,1,26,2,,,,,5,3,1,0,0,0,,"right ear ripped, stub tail"
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,C2,,TS,H5809,N,1,2,1,,,1,,,,,0,0,0,0,0,0,,escape
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,C8,B8,PL,H5776,P,1,1,1,1,21,2,,,,,4,2,1,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,,F6,SC,H5807/H5808,RT,"1,2",1,1,,560,2,,,,,,,,,,,,stub tail
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,,F3,PL,H5806,N,1,2,1,1,19,2,,,,,22,26,4,0,0,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,,C6,TS,H5743,P,1,1,1,,92,2,,,,,0,0,0,0,0,0,,stub tail
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,,C9,SC,H5804/H5805,N,"1,2",2,1,,580,2,,,,,,,,,,,,black squirrel
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,,C9,PL,H5730,P,1,1,1,1,21,2,,,,,8,2,0,1,1,0,,
2014,Tea Control,T,C,1207,Aug 28-29,2014/08/28,,C9,Sorex,,D,,4,,,,,,,,,,,,,,,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,K3,K3,PL,H5786,P,1,1,2,1,21,,2,2,,,0,0,1,0,0,0,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,K3,K4,PL,H5838,P,1,1,1,1,23,1,,,,,0,0,0,1,0,0,1,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,K6,K5,PL,H5854,N,1,2,1,1,17,2,,,,,0,1,0,0,0,0,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,K9,K6,PL,H5711,P,1,1,2,1,24,,1,2,1,,1,2,0,0,0,0,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,H4,H4,PL,H5806,P,1,1,1,1,20,2,,,,,1,0,1,0,0,0,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,H3,,TS,H5837,P,2,1,1,,86,1,,,,,0,0,0,0,0,0,,right ear ripped
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,E3,,BB,,A,,2,,,,,,,,,,,,,,,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,E4,D3,PL,H5757,P,2,1,2,1,22,,1,2,,,1,0,0,0,0,0,,right ear ripped
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,A11,A6,PL,H5730,P,1,1,1,1,21,2,,,,,2,0,2,0,0,0,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,A8,,TS,H5658,P,1,1,2,,100,,,2,,,0,0,0,0,0,1,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,A6,A5,PL,H5767,P,1,1,1,1,18,2,,,,,7,2,0,0,0,0,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,A6,A9,PL,H5797,P,2,1,2,1,22,,2,2,1,,0,0,0,0,0,0,,right ear ripped
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,A5,,PL,H5855,N,1,2,2,2,13,,1,1,,,2,6,0,0,0,0,2,"missing 4/3 of tail and entire left hind leg, all wounds healed, bald around base of right hind leg"
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,,I2,TS,H5846,P,1,1,2,,79,,,1,,,0,0,0,0,0,0,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,,I9,SC,H5434/H5714,P,"1,2",1,1,,618,2,,,,,,,,,,,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,,F10,PL,H5765,P,1,1,1,1,22,2,,,,,1,1,0,1,0,0,,"right ear ripped, left ear ripped"
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,,B1,PL,H5742,P,2,1,2,1,25,,1,2,,,0,0,0,0,0,0,,right ear ripped; incorrectly written in raw data as H5792
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,J1,,PL,,P,1,1,,,,,,,,,,,,,,,,escape
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,J5,K4,PL,H5769,N,1,2,2,3,12,,1,1,,,2,1,0,0,0,0,2,right ear ripped
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,J11,J9,PL,H5691,P,2,1,2,1,31,,1,2,1,,1,1,0,0,0,0,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,J11,,TS,H5752,P,1,1,1,,88,1,,,,,0,2,0,0,0,0,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,G9,J11,PL,H5770,N,1,2,2,1,22,,2,1,,,4,2,1,0,0,0,1,"botfly in way, hard to tell if vagina was open/closed"
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,G2,,TS,H5462,P,1,1,1,,86,2,,,,,0,0,0,0,0,0,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,D1,,TS,H5754,P,2,1,2,,84,,,2,1,,0,0,0,0,2,0,,right ear ripped
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,D2,E4,PL,H5787,P,2,1,1,1,25,2,,,,,0,0,0,0,0,0,,"right ear ripped, left ear ripped"
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,B8,E8,PL,H5776,P,1,1,1,1,23,2,,,,,2,1,1,0,0,0,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,B6,,PL,H5790,P,1,1,1,1,23,2,,,,,1,2,2,0,0,0,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,A2,,PL,H5761,P,1,1,1,1,26,2,,,,,3,1,0,0,0,0,2,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,A4,,TS,H5849,P,1,1,2,,86,,,1,,,0,0,0,0,0,0,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,,J1,PL,H5436,P,1,1,2,1,24,,2,2,1,,0,0,0,0,0,0,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,,J5,BB,,D,,4,,,,,,,,,,,,,,,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,,G1,BB,,D,,4,,,,,,,,,,,,,,,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,,A11,PL,H5848,P,1,1,2,1,21,,1,2,1,,0,0,0,0,0,0,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,,A8,PL,H5771,N,1,2,1,1,15,1,,,,,1,3,1,0,0,0,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,I5,I4,PL,H5803,N,1,2,1,1,12,2,,,,,2,1,0,0,0,0,,"small for adult, subadult?  KMO"
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,I5,H5,PL,H5802,N,1,2,2,2,16,,1,1,,,8,16,2,0,0,0,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,I6,I6,PL,H5712,P,1,1,2,1,27,,2,2,1,,0,2,1,0,0,0,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,I6,H6,PL,H5728,P,2,1,1,1,26,2,,,,,0,1,0,0,0,0,,right ear ripped
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,I7,J7,PL,H5845,P,1,1,1,1,26,,,,,,3,2,1,0,0,0,4,couldn't tell if testes were visible
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,I10,G9,PL,H5801,N,1,2,2,1,18,,1,2,,,26,14,12,0,1,0,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,E11,,TS,H5788,P,1,1,2,,79,,,1,,,0,0,0,0,0,0,1,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,E10,E10,PL,H5710,P,1,1,1,1,25,2,,,,,2,1,0,0,0,0,1,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,F11,E10,PL,H5735/H5749,P,"1,2",1,2,1,36,,1,2,1,1,1,1,1,0,0,0,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,F10,,Sorex,,A,,2,,,,,,,,,,,,,,,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,F8,,TS,H5639,P,1,1,1,,94,1,,,,,0,0,0,0,0,0,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,C2,A2,PL,H5762,P,1,1,1,1,22,2,,,,,1,3,0,0,0,0,1,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,C3,C5,PL,H5810,N,1,2,2,2,18,,1,1,,,0,0,0,0,0,0,1,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,C5,,TS,H5743,P,1,1,1,,94,1,,,,,0,0,0,0,0,0,,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,C9,C9,PL,H5812,N,2,2,2,1,16,,1,1,,,1,0,0,0,0,0,,hand slipped and ripped off right ear (right ear ripped)
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,C11,C11,PL,H5835,P,1,1,1,1,23,2,,,,,13,2,0,0,0,0,1,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,C11,,PL,H5813,N,1,2,1,1,17,2,,,,,0,2,0,1,0,0,1,
2014,Tea Control,T,C,1209,Sept 10-11,2014/09/10,,A6,PL,H5856,N,1,2,1,1,16,1,,,,,4,5,0,0,0,0,1,
2014,Tea Control,T,C,1211,Sept 25-26,2014/09/25,J1,,PL,H5826,N,1,2,1,2,19,2,,,,,5,2,0,1,0,0,,
