tag,site,date_elisa,elisa_well,vac_type,vac_status,date_blood,date_int_vac,date_sec_vac,date_third_vac,date_forth_vac,duplicate_num,end_abs_read,max_slope,max_slope_3up,read_zero,read_one,read_two,read_three,read_four,read_five,read_six,read_seven,read_eight,read_nine,read_ten,read_eleven,read_twelve,read_thirteen,read_fourteen,read_fifteen,read_sixteen,read_seventeen,read_eighteen,read_nineteen,read_twenty
E5308_E5395 ,HX,1/23/2015, C10,Sham,2,6/17/2014,5/20/2014,6/4/2014,6/17/2014,,2,2.6541,,,0.4576,1.4481,2.1772,2.6726,2.979,3.1142,3.147,3.1306,3.1206,3.0909,2.9962,2.9678,2.8838,2.8626,2.8026,2.7758,2.7291,2.7083,2.6848,2.6856,2.6541
E5356,HX,1/28/2015, E05,Sham,0,5/1/2014,5/1/2014,,,,1,1.058942857,,,0.136785714,0.228057143,0.289928571,0.351985714,0.415228571,0.476542857,0.536571429,0.590685714,0.642728571,0.691171429,0.741328571,0.784514286,0.825457143,0.864142857,0.899271429,0.931485714,0.9614,0.989185714,1.014457143,1.038628571,1.058942857
E5356,HX,2/12/2015, A11,Sham,0,5/1/2014,5/1/2014,,,,2,0.3146,,,0.0002,0.0473,0.0665,0.08615,0.10825,0.1293,0.15055,0.1695,0.18845,0.2057,0.22125,0.2356,0.2486,0.2601,0.2704,0.28025,0.2889,0.29615,0.3035,0.30915,0.3146
E5362 ,HX,1/23/2015, C06,Sham,0,5/21/2014,5/21/2014,6/3/2014,6/18/2014,,1,0.8031,,,0.1097,0.2294,0.2721,0.3209,0.3686,0.4137,0.4536,0.4974,0.5329,0.5701,0.6001,0.6305,0.6581,0.6822,0.7054,0.7258,0.7444,0.762,0.7773,0.7906,0.8031
E5362 ,HX,2/19/2015, C09,Sham,0,5/21/2014,5/21/2014,6/3/2014,6/18/2014,,2,-0.0312,,,-0.01815,-0.02225,-0.01105,-0.01855,-0.0198,-0.0222,-0.02345,-0.02445,-0.02655,-0.0214,-0.0209,-0.0285,-0.0288,-0.0306,-0.0244,-0.0319,-0.0331,-0.0268,-0.03585,-0.059,-0.0312
E5362 ,HX,1/23/2015, C02,Sham,2,6/18/2014,5/21/2014,6/3/2014,6/18/2014,,1,3.3167,,,0.8056,1.5774,2.0644,2.4729,2.8162,3.0574,3.2108,3.3119,3.3515,3.4271,3.389,3.4686,3.446,3.3887,3.4017,3.3652,3.3769,3.2933,3.3775,3.2647,3.3167
E5362 ,HX,2/12/2015, B05,Sham,2,6/18/2014,5/21/2014,6/3/2014,6/18/2014,,2,3.1235,,,0.2295,0.879,1.2999,1.61925,1.91885,2.161,2.37775,2.5554,2.69975,2.8148,2.90175,2.9782,3.0087,3.0559,3.0995,3.05815,3.088,3.09875,3.1307,3.09585,3.1235
E5366 ,HX,1/23/2015, B06,Sham,0,5/28/2014,5/28/2014,6/4/2014,6/17/2014,,1,3.1467,,,0.7444,1.2812,1.5766,1.8634,2.1152,2.3363,2.5155,2.6781,2.7868,2.8848,2.9593,3.0144,3.0591,3.0951,3.1188,3.1227,3.1175,3.1153,3.1285,3.0721,3.1467
E5366 ,HX,2/12/2015, G01,Sham,0,5/28/2014,5/28/2014,6/4/2014,6/17/2014,,2,2.7464,,,0.4657,0.6658,0.9407,1.18425,1.38115,1.6007,1.77895,1.9332,2.07505,2.1886,2.28785,2.3803,2.4584,2.5137,2.5684,2.62045,2.6551,2.69425,2.7118,2.70965,2.7464
E5366 ,HX,1/28/2015, D09,Sham,2,6/17/2014,5/28/2014,6/4/2014,6/17/2014,,1,3.097342857,,,0.394085714,1.307957143,1.825628571,2.288585714,2.618128571,2.913542857,3.100171429,3.248285714,3.303928571,3.361571429,3.383428571,3.369614286,3.269257143,3.316842857,3.286371429,3.203985714,3.1838,3.166985714,3.108657143,3.098128571,3.097342857
E5366 ,HX,2/19/2015, A06,Sham,2,6/17/2014,5/28/2014,6/4/2014,6/17/2014,,2,2.9275,,,0.57015,1.33185,1.77435,2.14905,2.4569,2.7007,2.87675,2.97935,3.04645,3.0821,3.1182,3.0981,3.0878,3.0382,3.0413,3.0185,2.9794,2.9673,2.93265,2.8973,2.9275
E5367 ,HX,1/23/2015, E04,Sham,0,6/3/2014,6/3/2014,,,,1,0.1517,,,0.0119,0.0179,0.0283,0.038,0.0476,0.0554,0.0643,0.0721,0.0808,0.0885,0.0963,0.1043,0.1109,0.1177,0.1233,0.1287,0.1342,0.1393,0.1437,0.1479,0.1517
E5367 ,HX,2/12/2015, G12,Sham,0,6/3/2014,6/3/2014,,,,2,0.2871,,,0.0215,0.0361,0.0562,0.07615,0.09665,0.1175,0.13645,0.1542,0.17095,0.187,0.20135,0.2143,0.2262,0.2373,0.2469,0.25595,0.2639,0.27025,0.2769,0.28215,0.2871
E5384,HX,1/28/2015, B04,Sham,0,7/29/2014,7/29/2014,,,,1,0.715342857,,,0.082685714,0.159457143,0.199928571,0.244385714,0.285028571,0.326342857,0.364071429,0.402785714,0.438828571,0.472871429,0.504628571,0.534514286,0.561757143,0.587242857,0.610571429,0.631885714,0.6516,0.669885714,0.686457143,0.701928571,0.715342857
E5384,HX,2/12/2015, D05,Sham,0,7/29/2014,7/29/2014,,,,2,0.1386,,,0.012,0.0338,0.0399,0.04805,0.05625,0.0644,0.07195,0.0791,0.08615,0.093,0.09905,0.1047,0.1098,0.1153,0.119,0.12325,0.1272,0.13045,0.1336,0.13615,0.1386
E5387,HX,1/28/2015, C03,Sham,0,7/29/2014,7/29/2014,8/11/2014,,,1,0.825842857,,,0.152885714,0.187357143,0.244828571,0.293085714,0.341828571,0.386542857,0.431671429,0.471385714,0.510928571,0.548471429,0.584028571,0.616814286,0.648057143,0.676442857,0.703671429,0.727885714,0.7512,0.772085714,0.791557143,0.809628571,0.825842857
E5387,HX,2/12/2015, E02,Sham,0,7/29/2014,7/29/2014,8/11/2014,,,2,0.3068,,,0.0379,0.0664,0.092,0.11405,0.13405,0.1527,0.17015,0.1857,0.20125,0.2154,0.22845,0.2402,0.251,0.2614,0.2697,0.27805,0.2851,0.29125,0.2974,0.30235,0.3068
E5391 ,HX,1/23/2015, B09,Sham,0,6/18/2014,6/18/2014,,,,1,2.9518,,,0.349,0.9351,1.3556,1.6824,2.0036,2.2608,2.474,2.6282,2.7587,2.8789,2.9023,2.9475,2.9928,3.0198,2.9904,2.9922,2.9978,3.0114,2.9765,2.9718,2.9518
E5391 ,HX,2/19/2015, C01,Sham,0,6/18/2014,6/18/2014,,,,2,2.9619,,,0.46895,0.79095,1.09435,1.34325,1.5706,1.7898,1.99025,2.15755,2.30725,2.4389,2.5431,2.6248,2.7097,2.7772,2.8181,2.8484,2.8852,2.8993,2.93995,2.9377,2.9619
E5394,HX,1/28/2015, B01,Sham,0,6/17/2014,6/17/2014,7/3/2014,7/17/2014,,1,0.639342857,,,0.115885714,0.165557143,0.209328571,0.249185714,0.286928571,0.322142857,0.357971429,0.390485714,0.422428571,0.451071429,0.476728571,0.501914286,0.524057143,0.543342857,0.561171429,0.577985714,0.5925,0.605885714,0.617957143,0.629728571,0.639342857
E5394,HX,2/12/2015, A10,Sham,0,6/17/2014,6/17/2014,7/3/2014,7/17/2014,,2,0.5467,,,0.0077,0.0976,0.1306,0.16465,0.20105,0.2362,0.27165,0.3114,0.33525,0.363,0.38935,0.4186,0.4342,0.4629,0.4717,0.49665,0.5024,0.52345,0.5276,0.53705,0.5467
E5394,HX,1/23/2015, A01,Sham,2,7/17/2014,6/17/2014,7/3/2014,7/17/2014,,1,3.3599,,,1.3188,1.8519,2.426,2.8771,3.2006,3.3877,3.5147,3.6203,3.5781,3.4546,3.6126,3.6113,3.5447,3.4382,3.4668,3.4027,3.4618,3.3787,3.3431,3.3339,3.3599
E5394,HX,2/12/2015, C01,Sham,2,7/17/2014,6/17/2014,7/3/2014,7/17/2014,,2,3.0714,,,0.5079,1.145,1.7349,2.16525,2.51495,2.7759,2.95545,3.0859,3.15495,3.1989,3.25305,3.2157,3.2042,3.225,3.2129,3.16785,3.1697,3.11975,3.1011,3.08975,3.0714
E5398_E7365,HX,1/28/2015, F05,Sham,0,6/3/2014,6/3/2014,7/2/2014,7/29/2014,,1,1.453542857,,,0.197285714,0.299957143,0.409328571,0.504085714,0.595628571,0.678742857,0.764271429,0.838785714,0.907828571,0.972971429,1.041328571,1.098714286,1.153157143,1.205742857,1.252071429,1.292185714,1.3315,1.366785714,1.398557143,1.427928571,1.453542857
E5398_E7365,HX,2/19/2015, C03,Sham,0,6/3/2014,6/3/2014,7/2/2014,7/29/2014,,2,0.6623,,,0.07355,0.11925,0.17915,0.21365,0.2514,0.2907,0.33355,0.36725,0.40085,0.4396,0.4678,0.489,0.5135,0.5377,0.5651,0.5779,0.596,0.6204,0.62825,0.6186,0.6623
E5398_E7365,HX,1/28/2015, D08,Sham,2,7/29/2014,6/3/2014,7/2/2014,7/29/2014,,1,0.796742857,,,0.058885714,0.180457143,0.187728571,0.239685714,0.289528571,0.336442857,0.380671429,0.423585714,0.465628571,0.504471429,0.540928571,0.576014286,0.608457143,0.638442857,0.666671429,0.692985714,0.7167,0.739185714,0.760257143,0.780128571,0.796742857
E5398_E7365,HX,2/12/2015, E05,Sham,2,7/29/2014,6/3/2014,7/2/2014,7/29/2014,,2,0.2516,,,0.024,0.0788,0.0774,0.09295,0.10755,0.1209,0.13535,0.1474,0.16045,0.1728,0.18345,0.1937,0.2035,0.2113,0.2184,0.22585,0.2317,0.23715,0.242,0.24635,0.2516
E7309,HX,1/28/2015, D11,Sham,0,6/24/2014,6/24/2014,7/7/2014,7/17/2014,,1,0.606542857,,,0.012985714,0.100357143,0.128828571,0.172085714,0.210828571,0.247942857,0.279771429,0.313285714,0.346028571,0.376871429,0.406928571,0.433914286,0.459457143,0.483942857,0.505771429,0.526085714,0.5454,0.562385714,0.578357143,0.593328571,0.606542857
E7309,HX,2/12/2015, C06,Sham,0,6/24/2014,6/24/2014,7/7/2014,7/17/2014,,2,0.2752,,,0.017,0.0593,0.0758,0.09295,0.11145,0.1266,0.14315,0.157,0.17075,0.1836,0.19675,0.2073,0.2179,0.2283,0.2362,0.24465,0.252,0.25835,0.2648,0.26995,0.2752
E7309,HX,1/28/2015, B08,Sham,2,7/17/2014,6/24/2014,7/7/2014,7/17/2014,,1,2.594642857,,,0.544185714,1.405457143,2.151728571,2.642585714,2.970228571,3.114242857,3.160471429,3.106785714,3.068128571,3.013071429,2.951428571,2.911314286,2.858857143,2.811942857,2.773271429,2.726185714,2.6881,2.662585714,2.630157143,2.627728571,2.594642857
E7309,HX,2/19/2015, D04,Sham,2,7/17/2014,6/24/2014,7/7/2014,7/17/2014,,2,3.3618,,,0.62125,1.39325,1.92205,2.36875,2.7409,3.0403,3.24935,3.38365,3.48095,3.4686,3.5663,3.5398,3.5735,3.4456,3.4835,3.4227,3.441,3.4125,3.34515,3.3295,3.3618
E7348,HX,1/28/2015, D12,Sham,0,6/3/2014,6/3/2014,,,,1,0.433542857,,,0.006585714,0.057857143,0.082328571,0.112585714,0.142528571,0.170742857,0.198071429,0.223185714,0.247328571,0.269871429,0.292328571,0.311114286,0.329657143,0.347042857,0.362271429,0.375985714,0.3895,0.402285714,0.413757143,0.424228571,0.433542857
E7348,HX,2/12/2015, G02,Sham,0,6/3/2014,6/3/2014,,,,2,0.1891,,,0.0354,0.0517,0.0666,0.07595,0.08815,0.1007,0.11175,0.1204,0.13035,0.1384,0.14605,0.1528,0.159,0.165,0.1695,0.17435,0.1778,0.18115,0.1842,0.18665,0.1891
E7355,HX,1/28/2015, D10,Sham,0,6/4/2014,6/4/2014,6/17/2014,7/2/2014,,1,0.304042857,,,0.007385714,0.047357143,0.065828571,0.084185714,0.104128571,0.122242857,0.138771429,0.153485714,0.169828571,0.184771429,0.200428571,0.213414286,0.226357143,0.239142857,0.250171429,0.260585714,0.2706,0.279685714,0.288857143,0.297128571,0.304042857
E7355,HX,2/19/2015, C02,Sham,0,6/4/2014,6/4/2014,6/17/2014,7/2/2014,,2,0.155,,,0.00625,0.01585,0.03515,0.03735,0.0457,0.054,0.06475,0.07235,0.08005,0.0934,0.1012,0.1004,0.1067,0.1122,0.1249,0.1232,0.1281,0.1407,0.13835,0.1198,0.155
E7355,HX,1/28/2015, F11,Sham,2,7/2/2014,6/4/2014,6/17/2014,7/2/2014,,1,3.081842857,,,0.354585714,0.830557143,1.263728571,1.619885714,1.953428571,2.231342857,2.474771429,2.666585714,2.814228571,2.940471429,3.001428571,3.082114286,3.109557143,3.148842857,3.114671429,3.144485714,3.1005,3.131285714,3.117157143,3.088928571,3.081842857
E7355,HX,2/12/2015, B07,Sham,2,7/2/2014,6/4/2014,6/17/2014,7/2/2014,,2,3.0663,,,0.3801,0.975,1.4823,1.87675,2.21815,2.4879,2.71295,2.8714,3.01315,3.0547,3.12135,3.1501,3.1611,3.2021,3.1768,3.15985,3.1585,3.09445,3.1362,3.10815,3.0663
E7358_E5372 ,HX,1/23/2015, D01,Sham,0,6/4/2014,6/4/2014,6/17/2014,7/2/2014,,1,0.4182,,,0.084,0.0941,0.1218,0.1458,0.1723,0.1973,0.2204,0.2444,0.2659,0.2874,0.3059,0.324,0.3399,0.3536,0.3654,0.3766,0.3872,0.3963,0.4045,0.4118,0.4182
E7358_E5372 ,HX,2/12/2015, A08,Sham,0,6/4/2014,6/4/2014,6/17/2014,7/2/2014,,2,0.0335,,,-0.0032,0.0035,0.0064,0.00995,0.01295,0.0158,0.01805,0.0202,0.02205,0.024,0.02565,0.0268,0.0279,0.0293,0.0302,0.03075,0.0319,0.03215,0.0325,0.03315,0.0335
E7358_E5372 ,HX,2/19/2015, C12,Sham,2,7/2/2014,6/4/2014,6/17/2014,7/2/2014,,1,2.5363,,,0.16785,0.46575,0.70185,0.87255,1.06,1.2398,1.41455,1.56865,1.71135,1.8485,1.9607,2.0568,2.1471,2.2252,2.2944,2.3462,2.3938,2.4391,2.47205,2.4793,2.5363
E7358_E5372 ,HX,1/28/2015, F02,Sham,2,7/2/2014,6/4/2014,6/17/2014,7/2/2014,,2,3.034342857,,,0.585585714,0.940657143,1.273828571,1.549085714,1.771428571,1.984142857,2.170171429,2.333385714,2.475828571,2.593371429,2.702528571,2.770114286,2.855257143,2.885042857,2.930071429,2.976585714,3.0088,3.021085714,3.028957143,3.036128571,3.034342857
E7359 ,HX,1/23/2015, D06,Sham,0,6/4/2014,6/4/2014,6/17/2014,,,1,0.0624,,,0.0371,0.0175,0.024,0.0261,0.0306,0.0323,0.0354,0.0382,0.0399,0.0431,0.0455,0.0484,0.0501,0.0523,0.0535,0.0554,0.0564,0.0582,0.06,0.0613,0.0624
E7359 ,HX,2/12/2015, D02,Sham,0,6/4/2014,6/4/2014,6/17/2014,,,2,0.0853,,,0.026,0.0261,0.033,0.03805,0.04265,0.0474,0.05115,0.0555,0.05925,0.0633,0.06615,0.0692,0.0716,0.0749,0.0768,0.07845,0.0802,0.08175,0.0835,0.08435,0.0853
E7364_E7312 ,HX,1/23/2015, E01,Sham,0,7/18/2014,7/18/2014,8/11/2014,8/26/2014,,1,0.6523,,,0.1361,0.1427,0.1872,0.2295,0.2771,0.3201,0.3586,0.3999,0.4346,0.4684,0.4975,0.5245,0.5479,0.5669,0.5843,0.5992,0.6136,0.6257,0.6357,0.6448,0.6523
E7364_E7312 ,HX,2/12/2015, A09,Sham,0,7/18/2014,7/18/2014,8/11/2014,8/26/2014,,2,0.3112,,,0.0079,0.0425,0.0642,0.08725,0.10975,0.1314,0.15105,0.1699,0.18785,0.204,0.21915,0.233,0.2456,0.2575,0.2674,0.27695,0.2856,0.29275,0.2998,0.30595,0.3112
E7364_E7312 ,HX,1/28/2015, A08,Sham,2,8/26/2014,7/18/2014,8/11/2014,8/26/2014,,1,2.952542857,,,0.324785714,1.263557143,1.798828571,2.161785714,2.518328571,2.799542857,2.990771429,3.112985714,3.142528571,3.201771429,3.197128571,3.163214286,3.138157143,3.115342857,3.092371429,3.054685714,3.0152,3.007285714,2.989257143,2.945828571,2.952542857
E7364_E7312 ,HX,2/12/2015, B03,Sham,2,8/26/2014,7/18/2014,8/11/2014,8/26/2014,,2,3.0881,,,0.4142,0.8693,1.3087,1.64685,1.94125,2.1804,2.40035,2.5766,2.70375,2.8297,2.92325,3.0007,3.048,3.0382,3.0841,3.10205,3.106,3.11055,3.0876,3.08965,3.0881
E7366,HX,1/28/2015, A06,Sham,0,7/29/2014,7/29/2014,8/11/2014,8/26/2014,,1,0.832342857,,,0.033685714,0.151657143,0.227128571,0.279485714,0.334228571,0.385442857,0.435371429,0.480285714,0.523028571,0.563271429,0.601128571,0.634414286,0.665557143,0.693542857,0.719671429,0.742785714,0.7643,0.783885714,0.802057143,0.817828571,0.832342857
E7366,HX,2/19/2015, B02,Sham,0,7/29/2014,7/29/2014,8/11/2014,8/26/2014,,2,0.0821,,,0.00365,0.01325,0.02845,0.02535,0.0283,0.0318,0.03825,0.04135,0.04435,0.0541,0.0576,0.0536,0.0558,0.0587,0.0677,0.0634,0.0651,0.0747,0.07005,0.0489,0.0821
E7366,HX,1/23/2015, B10,Sham,2,8/26/2014,7/29/2014,8/11/2014,8/26/2014,,1,2.8866,,,0.3814,1.1498,1.6809,2.1219,2.4703,2.729,2.899,3.0067,3.0715,3.1255,3.1616,3.0751,3.0658,3.0564,3.0036,2.9903,2.95,2.9496,2.9227,2.9035,2.8866
E7366,HX,2/12/2015, E11,Sham,2,8/26/2014,7/29/2014,8/11/2014,8/26/2014,,2,2.869,,,0.2954,0.6505,0.915,1.14985,1.39895,1.6211,1.81675,1.9913,2.14715,2.2766,2.38935,2.4947,2.5705,2.6388,2.6969,2.73805,2.7746,2.81395,2.8385,2.85915,2.869
E7378 ,HX,1/23/2015, D08,Sham,0,6/17/2014,6/17/2014,,,,1,0.6837,,,0.11,0.1538,0.1991,0.2446,0.2901,0.33,0.3689,0.4049,0.44,0.4704,0.5,0.5275,0.5521,0.5758,0.5965,0.6147,0.6318,0.6465,0.6602,0.6723,0.6837
E7378 ,HX,2/12/2015, B02,Sham,0,6/17/2014,6/17/2014,,,,2,0.1267,,,0.0201,0.0327,0.0457,0.05375,0.06105,0.0686,0.07565,0.0822,0.08825,0.0941,0.09955,0.1037,0.1079,0.1118,0.1147,0.11795,0.12,0.12165,0.1237,0.12545,0.1267
E7382,HX,2/12/2015, E09,Sham,0,6/11/2014,6/11/2014,7/18/2014,8/26/2014,,2,-0.0271,,,0.0034,0.0033,-0.0036,-0.00725,-0.01025,-0.0122,-0.01445,-0.0165,-0.01745,-0.0184,-0.01995,-0.0209,-0.0225,-0.023,-0.024,-0.02445,-0.0256,-0.02625,-0.0267,-0.02675,-0.0271
E7382,HX,2/12/2015, E07,Sham,2,7/30/2014,6/11/2014,7/18/2014,8/26/2014,,2,3.0625,,,0.4659,1.0252,1.5804,1.99335,2.33125,2.6012,2.81155,2.9558,3.07105,3.132,3.15885,3.2184,3.1909,3.1916,3.2136,3.14925,3.1293,3.12775,3.0776,3.08315,3.0625
E7382,HX,1/28/2015, E01,Sham,3,8/26/2014,6/11/2014,7/18/2014,8/26/2014,,1,3.089242857,,,0.825685714,1.381157143,1.804028571,2.168485714,2.470528571,2.707242857,2.898471429,3.043485714,3.115828571,3.174071429,3.202128571,3.204814286,3.190557143,3.182342857,3.187171429,3.164685714,3.1522,3.118385714,3.089757143,3.098328571,3.089242857
E7382,HX,2/19/2015, D03,Sham,3,8/26/2014,6/11/2014,7/18/2014,8/26/2014,,2,3.2536,,,0.52895,1.27725,1.78175,2.21665,2.5685,2.8586,3.07765,3.23585,3.32775,3.3837,3.3715,3.4872,3.3812,3.4073,3.291,3.3164,3.2732,3.3222,3.26895,3.2404,3.2536
E7382 ,HX,1/23/2015, D10,Sham,0,6/11/2014,6/11/2014,7/18/2014,8/26/2014,,1,0.4082,,,-0.0139,0.0344,0.0644,0.0969,0.1268,0.1539,0.1794,0.2045,0.2268,0.2499,0.2703,0.2908,0.3091,0.3257,0.3413,0.3549,0.3682,0.3805,0.3912,0.3989,0.4082
E7382 ,HX,1/23/2015, E11,Sham,2,7/30/2014,6/11/2014,7/18/2014,8/26/2014,,1,2.8371,,,0.3225,1.2328,1.7103,2.1871,2.5431,2.8143,2.956,3.035,3.1046,3.1209,3.085,3.0519,3.0325,3.0224,2.9787,2.9479,2.9094,2.9079,2.8761,2.8449,2.8371
E7407,HX,1/28/2015, E11,Sham,0,8/11/2014,8/11/2014,8/26/2014,9/8/2014,,1,0.357042857,,,0.010885714,0.057657143,0.074428571,0.099185714,0.123028571,0.143842857,0.164571429,0.183985714,0.202828571,0.221271429,0.239528571,0.255114286,0.269657143,0.284342857,0.296871429,0.308685714,0.3202,0.330685714,0.340257143,0.349328571,0.357042857
E7407,HX,2/12/2015, H05,Sham,0,8/11/2014,8/11/2014,8/26/2014,9/8/2014,,2,0.3195,,,0.0494,0.0662,0.0913,0.11295,0.13395,0.156,0.17625,0.1945,0.21095,0.2265,0.24085,0.2531,0.2649,0.2751,0.2836,0.29215,0.2988,0.30505,0.3104,0.31535,0.3195
E7407,HX,1/28/2015, A01,Sham,2,9/8/2014,8/11/2014,8/26/2014,9/8/2014,,1,2.874242857,,,0.807585714,1.629857143,2.230528571,2.659585714,2.979628571,3.141942857,3.264271429,3.251385714,3.268428571,3.221871429,3.216428571,3.129514286,3.109457143,3.075742857,3.030171429,2.984785714,2.9761,2.956685714,2.915957143,2.877828571,2.874242857
E7407,HX,2/12/2015, C11,Sham,2,9/8/2014,8/11/2014,8/26/2014,9/8/2014,,2,3.0467,,,0.2922,0.8849,1.3413,1.77595,2.14725,2.4392,2.67935,2.8624,3.00385,3.0632,3.14725,3.1492,3.1675,3.1597,3.185,3.10855,3.1731,3.12135,3.0882,3.08675,3.0467
E7408,HX,1/28/2015, E03,Sham,0,8/11/2014,8/11/2014,,,,1,2.387342857,,,0.443885714,0.617857143,0.795528571,0.945385714,1.097228571,1.239542857,1.375371429,1.502685714,1.615028571,1.716671429,1.820428571,1.905614286,1.985557143,2.057842857,2.117171429,2.180685714,2.2311,2.275785714,2.318057143,2.352328571,2.387342857
E7408,HX,2/12/2015, H11,Sham,0,8/11/2014,8/11/2014,,,,2,1.2641,,,0.1204,0.2091,0.316,0.40575,0.50325,0.5924,0.67495,0.7527,0.82255,0.8823,0.94015,0.9904,1.0374,1.0786,1.1152,1.14815,1.1781,1.20345,1.2265,1.24655,1.2641
E5264,HX,2/20/2015, A08,TRUE,0,4/18/2014,4/18/2014,,,,1,-0.01555,,,0.0247,0.00575,0.00715,0.00585,0.00285,0.00125,-0.0013,-0.0024,-0.0043,-0.00525,-0.00725,-0.0079,-0.0092,-0.01045,-0.01115,-0.0114,-0.01355,-0.0137,-0.01535,-0.01465,-0.01555
E5264,HX,1/29/2015, A04,TRUE,0,4/18/2014,4/18/2014,,,,2,0.049,,,0.0038,0.0134,0.0175,0.0205,0.0258,0.0286,0.0302,0.0329,0.0359,0.0367,0.0378,0.0399,0.0419,0.0435,0.0441,0.0455,0.0468,0.0483,0.0487,0.0494,0.049
E5276_E5305,HX,1/17/2015, B04,TRUE,0,4/18/2014,4/18/2014,5/1/2014,5/20/2014,,1,0.0848,,,-0.1401,-0.1462,-0.15,-0.1229,0.0323,0.0369,0.0413,0.0452,0.0502,0.0538,0.0572,0.0606,0.0643,0.0668,0.0706,0.0729,0.076,0.079,0.0823,0.0832,0.0848
E5276_E5305,HX,1/29/2015, A11,TRUE,0,4/18/2014,4/18/2014,5/1/2014,5/20/2014,,2,0.1905,,,-0.0137,0.025,0.0356,0.05,0.0635,0.0772,0.0903,0.1021,0.1135,0.124,0.1332,0.1426,0.1505,0.1583,0.1645,0.1703,0.1759,0.1807,0.1845,0.1878,0.1905
E5276_E5305,HX,1/17/2015, C04,TRUE,1,5/1/2014,4/18/2014,5/1/2014,5/20/2014,,1,2.6433,,,0.3247,0.4875,0.6851,0.9007,1.2307,1.3986,1.5543,1.697,1.8287,1.945,2.0534,2.1476,2.235,2.3091,2.3817,2.4404,2.4949,2.5427,2.5789,2.6173,2.6433
E5276_E5305,HX,1/29/2015, C09,TRUE,1,5/1/2014,4/18/2014,5/1/2014,5/20/2014,,2,3.0247,,,0.4476,0.9062,1.2194,1.4866,1.7249,1.939,2.1289,2.295,2.4403,2.5552,2.6525,2.7429,2.8011,2.8718,2.8956,2.9367,2.9805,2.9944,3.0315,3.032,3.0247
E5280_E5364,HX,1/21/2015, B02,TRUE,0,5/28/2014,5/28/2014,,,,1,-0.0423,,,0.0208,0.0008,-0.003,-0.0062,-0.0099,-0.013,-0.0166,-0.0197,-0.0227,-0.0256,-0.0275,-0.0303,-0.0314,-0.033,-0.034,-0.0358,-0.0374,-0.0394,-0.0405,-0.0413,-0.0423
E5280_E5364,HX,1/29/2015, A05,TRUE,0,5/28/2014,5/28/2014,,,,2,-0.0431,,,-0.0152,-0.0055,-0.0069,-0.0096,-0.0112,-0.0143,-0.0183,-0.021,-0.0229,-0.0263,-0.0289,-0.0306,-0.0322,-0.0337,-0.0345,-0.0348,-0.0359,-0.0372,-0.0396,-0.0421,-0.0431
E5285_E7377 ,HX,1/21/2015, C03,TRUE,0,5/20/2014,5/20/2014,6/3/2014,6/17/2014,,1,-0.0186,,,0.0043,-0.0018,-0.0057,-0.0087,-0.0108,-0.0131,-0.0151,-0.0169,-0.0181,-0.0197,-0.0202,-0.0206,-0.0206,-0.0208,-0.0204,-0.021,-0.0207,-0.0195,-0.0193,-0.0196,-0.0186
E5285_E7377 ,HX,1/29/2015, E10,TRUE,0,5/20/2014,5/20/2014,6/3/2014,6/17/2014,,2,-0.0281,,,-0.0083,-0.0085,-0.0112,-0.0124,-0.0138,-0.019,-0.0214,-0.0237,-0.0246,-0.0264,-0.0276,-0.0282,-0.0292,-0.0291,-0.03,-0.0297,-0.0293,-0.029,-0.0291,-0.0288,-0.0281
E5285_E7377 ,HX,2/11/2015, A01,TRUE,2,6/17/2014,5/20/2014,6/3/2014,6/17/2014,,1,2.8493,,,0.4422,1.2128,1.5743,1.905,2.188,2.4225,2.6018,2.7424,2.8454,2.957,2.9408,2.9395,2.9556,2.9578,2.9508,2.9075,2.9394,2.9071,2.8984,2.8104,2.8493
E5285_E7377 ,HX,1/21/2015, D12,TRUE,2,6/17/2014,5/20/2014,6/3/2014,6/17/2014,,2,3.1251,,,0.358,1.166,1.7431,2.2137,2.5943,2.8772,3.094,3.179,3.2878,3.302,3.3594,3.3418,3.3283,3.298,3.2775,3.2017,3.231,3.1897,3.1777,3.1434,3.1251
E5286 ,HX,1/17/2015, D09,TRUE,0,5/21/2014,5/21/2014,6/3/2014,6/17/2014,,1,0.0773,,,-0.1553,-0.1577,-0.1608,-0.134,0.0212,0.0264,0.0314,0.0359,0.0415,0.0452,0.0497,0.0536,0.0573,0.0607,0.0649,0.0668,0.0671,0.0712,0.0733,0.0754,0.0773
E5286 ,HX,1/29/2015, D04,TRUE,0,5/21/2014,5/21/2014,6/3/2014,6/17/2014,,2,-0.1408,,,-0.011,-0.0239,-0.0334,-0.0434,-0.0533,-0.0632,-0.0725,-0.081,-0.0894,-0.0971,-0.1039,-0.11,-0.1154,-0.1202,-0.1249,-0.1282,-0.1314,-0.1345,-0.1372,-0.1389,-0.1408
E5286 ,HX,2/20/2015, B05,TRUE,1,6/3/2014,5/21/2014,6/3/2014,6/17/2014,,1,2.94245,,,0.4699,0.87755,1.14035,1.37625,1.59335,1.78485,1.9604,2.1183,2.2624,2.38055,2.49065,2.5749,2.6485,2.71585,2.77935,2.8131,2.86115,2.861,2.88035,2.94615,2.94245
